"#","Date (UTC)","Time (UTC)","Solar Array 1A - Drive Voltage (V)","Solar Array 1A - Drive Current (A)","Solar Array 1A - BGA Position (degrees)","Solar Array 1B - Drive Voltage (V)","Solar Array 1B - Drive Current (A)","Solar Array 1B - BGA Position (degrees)","Solar Array 2A - Drive Voltage (V)","Solar Array 2A - Drive Current (A)","Solar Array 2A - BGA Position (degrees)","Solar Array 2B - DDrive Voltage (V)","Solar Array 2B - DDrive Current (A)","Solar Array 2B - DBGA Position (degrees)","Solar Array 3A - Drive Voltage (V)","Solar Array 3A - Drive Current (A)","Solar Array 3A - BGA Position (degrees)","Solar Array 3B - Drive Voltage (V)","Solar Array 3B - Drive Current (A)","Solar Array 3B - BGA Position (degrees)","Solar Array 4A - Drive Voltage (V)","Solar Array 4A - Drive Current (A)","Solar Array 4A - BGA Position (degrees)","Solar Array 4B - DDrive Voltage (V)","Solar Array 4B - DDrive Current (A)","Solar Array 4B - DBGA Position (degrees)","Starboard Joint Angle Position (degrees)","Port Joint Angle Position (degrees)"
"13","7/22/2016","20:47:30","160.166015625","-48.8382440234423","354.61669921875","159.2431640625","-46.3108044094009","315.41748046875","158.4228515625","-56.7911568312031","135.543823242188","159.9609375","-47.913016560216","184.608764648438","159.0380859375","-37.7172509065307","5.3009033203125","160.37109375","-34.249274670187","24.4720458984375","159.140625","-45.2610038527053","204.32373046875","159.6533203125","-50.6278285614161","185.635986328125","54.1109161376953","306.120361328125"
"14","7/22/2016","20:47:40","160.0634765625","-49.4250584965697","354.605712890625","159.2431640625","-45.7705400348035","315.428466796875","158.3203125","-56.6300810378638","135.708618164063","159.9609375","-48.4316723131513","184.608764648438","159.2431640625","-37.638959329853","5.4656982421875","160.2685546875","-34.0990886455046","24.45556640625","159.140625","-44.6667301322132","204.32373046875","159.6533203125","-50.2578694253425","185.635986328125","54.8250274658203","305.40625"
"15","7/22/2016","20:47:50","160.0634765625","-48.780218159736","354.48486328125","159.345703125","-45.762995329613","315.46142578125","158.3203125","-56.7131826693069","135.8349609375","159.9609375","-48.3308809117712","184.608764648438","159.345703125","-37.5416106580258","5.7733154296875","160.2685546875","-34.224565150275","24.4281005859375","159.140625","-44.6384191753575","204.32373046875","159.6533203125","-50.1982564877288","185.630493164063","55.5336456298828","304.692138671875"
"16","7/22/2016","20:48:00","160.0634765625","-48.6401405750175","354.292602539063","159.2431640625","-45.7529357226923","315.52734375","158.3203125","-56.1380148770077","135.873413085938","160.0634765625","-47.9670991556756","184.608764648438","159.55078125","-37.81803009965","5.8062744140625","160.37109375","-33.7109392008001","24.36767578125","159.140625","-44.6545829126913","204.32373046875","159.6533203125","-50.1267404958096","185.630493164063","56.2367706298828","303.983520507813"
"17","7/22/2016","20:48:10","160.0634765625","-48.64831367968","354.254150390625","159.2431640625","-46.0151447487149","315.560302734375","158.3203125","-56.1319351631163","135.87890625","160.0634765625","-47.61424311424","184.608764648438","159.55078125","-37.93814975264","5.8172607421875","160.2685546875","-33.42209426944","24.356689453125","159.0380859375","-44.92405563904","204.32373046875","159.6533203125","-50.43525343712","185.630493164063","56.9508819580078","303.27490234375"
"18","7/22/2016","20:48:20","160.0634765625","-49.3998118131813","354.2431640625","159.2431640625","-46.3360755093109","315.582275390625","158.3203125","-56.0513850581858","135.87890625","159.9609375","-47.8026416740874","184.608764648438","159.4482421875","-37.7835905958596","5.811767578125","160.2685546875","-33.3194691091509","24.3511962890625","159.0380859375","-45.1437923405141","204.32373046875","159.6533203125","-50.5281969448145","185.630493164063","57.6485137939453","302.566284179688"
"19","7/22/2016","20:48:30","160.0634765625","-49.4750513246525","354.248657226563","159.0380859375","-46.3231347528353","315.730590820313","158.3203125","-55.8919695883188","135.87890625","159.9609375","-48.3352636774077","184.608764648438","159.55078125","-37.6750713653765","5.8172607421875","160.2685546875","-33.6589075931593","24.3511962890625","159.0380859375","-45.1376760018402","204.32373046875","159.6533203125","-50.5683499146715","185.630493164063","58.3626251220703","301.857666015625"
"20","7/22/2016","20:48:40","160.0634765625","-49.5207224284028","354.248657226563","159.0380859375","-46.3045904046405","315.9228515625","158.3203125","-55.826887349855","135.87890625","159.9609375","-47.9434273379338","184.603271484375","159.6533203125","-37.680162210141","5.811767578125","160.2685546875","-33.8041736887289","24.345703125","159.0380859375","-45.1214878479848","204.32373046875","159.6533203125","-50.8148835337934","185.630493164063","59.0657501220703","301.1435546875"
"21","7/22/2016","20:48:50","160.0634765625","-49.5590319508751","354.248657226563","159.0380859375","-46.3397379875588","315.994262695313","158.3203125","-55.92311137472","135.87890625","159.9609375","-47.6871149018902","184.603271484375","159.6533203125","-37.739128109931","5.8062744140625","160.2685546875","-33.2292012286029","24.3402099609375","159.0380859375","-45.1255409905791","204.32373046875","159.6533203125","-50.9510788915692","185.625","59.8512725830078","300.3525390625"
"22","7/22/2016","20:49:00","160.0634765625","-49.5590319508751","354.248657226563","159.140625","-46.337894540174","315.994262695313","158.3203125","-55.7869663369537","135.87890625","160.0634765625","-47.6871149018902","184.597778320313","159.755859375","-37.739128109931","5.811767578125","160.2685546875","-33.2292012286029","24.3402099609375","159.0380859375","-45.1508609235323","204.32373046875","159.6533203125","-50.9510788915692","185.630493164063","60.5543975830078","299.632934570313"
"23","7/22/2016","20:49:10","160.0634765625","-48.7384781159716","354.2431640625","159.0380859375","-46.3951268669267","315.994262695313","158.3203125","-55.8804205735774","135.87890625","159.9609375","-48.2449347555556","184.597778320313","159.755859375","-37.8065909592559","5.811767578125","160.2685546875","-33.3140974743874","24.3402099609375","159.0380859375","-45.1360400948895","204.32373046875","159.6533203125","-51.359909130113","185.630493164063","61.2685089111328","298.918823242188"
"24","7/22/2016","20:49:20","160.0634765625","-48.7193111464746","354.232177734375","159.140625","-46.4161983251125","315.98876953125","158.3203125","-55.8113584420842","135.87890625","159.9609375","-47.6745281849785","184.597778320313","159.755859375","-37.7840178849885","5.811767578125","160.2685546875","-34.1718010469847","24.334716796875","159.0380859375","-45.1232458375438","204.32373046875","159.6533203125","-51.3007478981498","185.630493164063","61.9826202392578","298.204711914063"
"25","7/22/2016","20:49:30","159.9609375","-49.3345708673267","354.237670898438","159.0380859375","-46.4162471581558","315.983276367188","158.3203125","-55.7874790839084","135.87890625","160.0634765625","-48.1026596838884","184.597778320313","159.6533203125","-37.8544839664766","5.8062744140625","160.2685546875","-34.4203124043604","24.334716796875","159.0380859375","-45.1187165727773","204.32373046875","159.6533203125","-51.306632279868","185.625","62.6857452392578","297.49609375"
"26","7/22/2016","20:49:40","160.0634765625","-49.3938175571157","354.226684570313","158.935546875","-46.4024518234223","315.983276367188","158.3203125","-55.7805814165417","135.87890625","159.9609375","-48.307099219682","184.597778320313","159.755859375","-37.4829621730173","5.8062744140625","160.2685546875","-34.0180990431843","24.3292236328125","159.0380859375","-45.1098533754175","204.32373046875","159.6533203125","-51.3471881223322","185.630493164063","63.3998565673828","296.781982421875"
"27","7/22/2016","20:49:50","160.0634765625","-49.4033400005601","354.22119140625","159.0380859375","-46.42071198528","315.977783203125","158.3203125","-55.8599961532153","135.873413085938","159.9609375","-47.9076693419742","184.59228515625","159.6533203125","-37.2885334111011","5.80078125","160.2685546875","-33.7326088637664","24.32373046875","159.0380859375","-45.1318770779478","204.32373046875","159.6533203125","-51.4325360737674","185.630493164063","64.1084747314453","296.062377929688"
"28","7/22/2016","20:50:00","159.9609375","-49.3821952928093","354.22119140625","159.0380859375","-46.3953466156216","315.977783203125","158.3203125","-55.8058525164516","135.873413085938","160.0634765625","-47.6102028586859","184.59228515625","159.6533203125","-37.2580615920792","5.80078125","160.2685546875","-33.7774986388239","24.312744140625","159.0380859375","-45.1220128032003","204.32373046875","159.6533203125","-51.4521913736974","185.630493164063","64.8280792236328","295.348266601563"
"29","7/22/2016","20:50:10","159.9609375","-48.993398810281","354.22119140625","159.0380859375","-46.3811239917592","315.977783203125","158.3203125","-55.7362898462646","135.873413085938","160.0634765625","-48.0500664962496","184.59228515625","159.6533203125","-37.2307517126113","5.8062744140625","160.2685546875","-34.0678599143114","24.2742919921875","159.0380859375","-45.1081442189019","204.32373046875","159.6533203125","-51.4755457766577","185.630493164063","65.5366973876953","294.628662109375"
"30","7/22/2016","20:50:20","160.0634765625","-48.7609779406741","354.22119140625","159.0380859375","-46.4351577541754","315.977783203125","158.3203125","-55.8954611509151","135.87890625","160.0634765625","-48.1872873479348","184.586791992188","159.55078125","-37.67789565984","5.8062744140625","160.2685546875","-34.5391964482848","24.1534423828125","159.0380859375","-45.1308637922992","204.318237304688","159.755859375","-51.5010976665667","185.635986328125","66.2508087158203","293.91455078125"
"31","7/22/2016","20:50:30","160.0634765625","-48.802681359656","354.215698242188","159.0380859375","-46.0499993333733","315.977783203125","158.3203125","-55.8213081746575","135.873413085938","159.9609375","-47.8899307389939","184.586791992188","159.4482421875","-37.8405543408741","5.811767578125","160.2685546875","-34.2553910088609","24.1094970703125","159.0380859375","-44.7122913616162","204.318237304688","159.755859375","-51.4616039427943","185.635986328125","66.9649200439453","293.194946289063"
"32","7/22/2016","20:50:40","159.9609375","-49.3606355041904","354.210205078125","159.0380859375","-45.9073091808381","315.977783203125","158.3203125","-55.77889740416","135.873413085938","160.0634765625","-48.103318929973","184.586791992188","159.345703125","-37.815148950095","5.8062744140625","160.2685546875","-33.9128516266027","24.10400390625","159.140625","-44.6049929572157","204.318237304688","159.6533203125","-51.0631469536","185.635986328125","67.6735382080078","292.475341796875"
"33","7/22/2016","20:50:50","159.9609375","-49.5144229658166","354.204711914063","159.0380859375","-45.9237292916492","315.977783203125","158.3203125","-55.8527688628063","135.873413085938","159.9609375","-47.9746682773877","184.586791992188","159.2431640625","-37.7413622216622","5.8062744140625","160.2685546875","-34.2208904637664","24.10400390625","159.140625","-44.6201556171617","204.318237304688","159.6533203125","-51.2082947389139","185.630493164063","68.3876495361328","291.76123046875"
"34","7/22/2016","20:51:00","159.9609375","-49.5228954988299","354.204711914063","158.935546875","-45.9292352172817","315.972290039063","158.3203125","-55.8273634720272","135.873413085938","160.0634765625","-47.6091163234724","184.586791992188","159.2431640625","-38.2709809928193","5.8062744140625","160.2685546875","-34.51704134336","24.0985107421875","159.140625","-44.6094611806781","204.312744140625","159.6533203125","-51.3813590443844","185.635986328125","69.0907745361328","291.047119140625"
"35","7/22/2016","20:51:10","159.9609375","-49.4946211667567","354.204711914063","158.8330078125","-45.9848072205621","315.972290039063","158.3203125","-55.5502969925793","135.87890625","160.0634765625","-47.41418193568","184.586791992188","159.2431640625","-38.223478649945","5.8062744140625","160.2685546875","-34.7202571645965","24.10400390625","159.140625","-44.62685083616","204.318237304688","159.6533203125","-51.6647127781578","185.641479492188","69.8048858642578","290.3330078125"
"36","7/22/2016","20:51:20","160.0634765625","-49.1488710119012","354.19921875","158.73046875","-45.9846851379538","315.972290039063","158.3203125","-55.6255609205721","135.873413085938","160.0634765625","-47.6095069878188","184.581298828125","159.4482421875","-38.0329076984498","5.8062744140625","160.2685546875","-34.5881271576758","24.10400390625","159.140625","-44.5972407115912","204.312744140625","159.755859375","-51.6501239064706","185.641479492188","70.5189971923828","289.613403320313"
"37","7/22/2016","20:51:30","159.9609375","-48.6537649940994","354.19921875","158.73046875","-46.2010277280528","315.972290039063","158.3203125","-55.6027803058706","135.873413085938","159.9609375","-48.0454029406141","184.581298828125","159.4482421875","-38.0191856132813","5.811767578125","160.2685546875","-34.3344150811881","24.10400390625","159.0380859375","-44.7910224356836","204.312744140625","159.6533203125","-51.6133526248625","185.635986328125","71.2331085205078","288.899291992188"
"38","7/22/2016","20:51:40","159.9609375","-48.6481980271627","354.19921875","158.73046875","-46.486078410081","315.972290039063","158.3203125","-55.5641289520952","135.873413085938","159.9609375","-48.2043911213521","184.575805664063","159.55078125","-38.018367659806","5.811767578125","160.166015625","-34.412694449605","24.10400390625","159.0380859375","-45.0051064975298","204.312744140625","159.755859375","-51.7071853175718","185.635986328125","71.9417266845703","288.1796875"
"39","7/22/2016","20:51:50","159.9609375","-49.1331956050005","354.193725585938","158.73046875","-46.5034385569757","315.966796875","158.3203125","-55.8000291760376","135.873413085938","160.0634765625","-47.8916643120312","184.5703125","159.4482421875","-37.9951719642364","5.811767578125","160.166015625","-34.7470420888489","24.10400390625","159.0380859375","-45.0083416866487","204.312744140625","159.6533203125","-51.8131163967597","185.635986328125","72.6558380126953","287.465576171875"
"40","7/22/2016","20:52:00","159.9609375","-49.46401250656","354.193725585938","158.6279296875","-46.4815735618362","315.966796875","158.3203125","-55.7740744135213","135.873413085938","159.9609375","-47.5986416356836","184.389038085938","159.55078125","-38.0100660424442","5.8062744140625","160.166015625","-34.8877178783478","24.1094970703125","159.0380859375","-45.0419021956596","204.307250976563","159.6533203125","-52.0909519966397","185.641479492188","73.3644561767578","286.75146484375"
"41","7/22/2016","20:52:10","159.9609375","-49.5123719779978","354.182739257813","158.6279296875","-46.5118622569457","315.966796875","158.3203125","-55.8241526994299","135.873413085938","160.0634765625","-47.2569324151615","183.3837890625","159.55078125","-38.0467518662266","5.8062744140625","160.2685546875","-34.584598970297","24.10400390625","159.0380859375","-45.0377513869787","204.3017578125","159.6533203125","-52.3768450486649","185.641479492188","74.0785675048828","286.031860351563"
"42","7/22/2016","20:52:20","159.9609375","-49.5795784538454","354.111328125","158.6279296875","-46.508334069567","315.966796875","158.3203125","-55.2128240385639","135.873413085938","159.9609375","-46.8886458108211","182.7685546875","159.55078125","-38.0991741382138","5.8062744140625","160.166015625","-34.5648460042804","24.0985107421875","159.0380859375","-45.0843625268127","204.3017578125","159.6533203125","-52.6062626861086","185.64697265625","74.7871856689453","285.3232421875"
"43","7/22/2016","20:52:30","159.9609375","-49.3578398124612","354.028930664063","158.6279296875","-46.4504058719472","315.966796875","158.3203125","-55.3091838412641","135.873413085938","160.0634765625","-46.6120920783278","182.741088867188","159.4482421875","-38.051427630123","5.8172607421875","160.166015625","-34.5662499542754","24.093017578125","159.0380859375","-45.0626074060206","204.3017578125","159.6533203125","-52.6419352242424","185.641479492188","75.4958038330078","284.603637695313"
"44","7/22/2016","20:52:40","159.9609375","-48.8174655635164","354.006958007813","158.6279296875","-46.4086414116612","315.966796875","158.3203125","-55.2311120132813","135.873413085938","159.9609375","-47.2886128520052","182.741088867188","159.55078125","-37.5329794176218","5.82275390625","160.166015625","-34.7873171413141","24.0985107421875","159.0380859375","-45.0637305660166","204.285278320313","159.6533203125","-52.7721729507351","185.64697265625","76.2099151611328","283.889526367188"
"45","7/22/2016","20:52:50","159.9609375","-48.776213850185","354.00146484375","158.73046875","-46.3984963469147","315.961303710938","158.3203125","-55.3730086288629","135.873413085938","159.9609375","-47.9407354164216","182.74658203125","159.6533203125","-37.5939718887089","5.82275390625","160.166015625","-34.8947498365837","24.0985107421875","159.0380859375","-45.0351754439444","204.219360351563","159.6533203125","-52.9741952508851","185.64697265625","76.9240264892578","283.175415039063"
"46","7/22/2016","20:53:00","159.9609375","-49.1200717246125","353.995971679688","158.73046875","-46.4513947410741","315.966796875","158.3203125","-55.4854100862886","135.873413085938","159.9609375","-47.6200060921292","182.752075195313","159.6533203125","-37.7191309786979","5.82275390625","160.166015625","-34.8813817909791","24.093017578125","159.0380859375","-45.0474691625963","204.2138671875","159.6533203125","-52.9293909336534","185.64697265625","77.6381378173828","282.461303710938"
"47","7/22/2016","20:53:10","159.9609375","-49.5003224245625","353.990478515625","158.8330078125","-46.459403360176","315.961303710938","158.2177734375","-55.5746158481448","135.873413085938","159.9609375","-46.9154185268127","182.757568359375","159.6533203125","-37.7498347546755","5.82275390625","160.166015625","-34.7371167727973","24.093017578125","159.0380859375","-45.0626074060206","204.2138671875","159.6533203125","-52.741225009541","185.652465820313","78.3522491455078","281.747192382813"
"48","7/22/2016","20:53:20","159.9609375","-49.4400258243424","353.984985351563","158.8330078125","-46.4477566793479","315.961303710938","158.3203125","-55.4926617932193","135.873413085938","160.0634765625","-46.7308052066007","182.763061523438","159.6533203125","-37.7821133962996","5.82275390625","160.166015625","-34.7683577122512","24.0985107421875","159.0380859375","-45.0712996877288","204.2138671875","159.755859375","-52.8967948772477","185.652465820313","79.0663604736328","281.033081054688"
"49","7/22/2016","20:53:30","159.9609375","-49.4792753828983","353.990478515625","158.73046875","-46.4705372940494","315.961303710938","158.3203125","-55.446282610341","135.873413085938","160.0634765625","-46.7686508151615","182.7685546875","159.755859375","-37.7796839523952","5.82275390625","160.2685546875","-34.8262981181318","24.093017578125","159.0380859375","-45.0420609030503","204.2138671875","159.6533203125","-52.6874232040804","185.652465820313","79.7804718017578","280.3134765625"
"50","7/22/2016","20:53:40","159.9609375","-49.3416882833883","353.990478515625","158.73046875","-47.3589206656","315.961303710938","158.3203125","-55.574811180318","135.873413085938","160.0634765625","-46.8737639408741","182.779541015625","159.755859375","-37.840908380438","5.8172607421875","160.166015625","-34.8791476792479","24.093017578125","159.0380859375","-45.8291396867687","204.2138671875","159.755859375","-52.4400594232223","185.652465820313","80.4945831298828","279.599365234375"
"51","7/22/2016","20:53:50","159.9609375","-48.7871402436244","353.990478515625","158.73046875","-47.7616707507551","315.961303710938","158.3203125","-55.414138259586","135.873413085938","160.0634765625","-47.6038789795779","182.796020507813","159.8583984375","-37.9781902734273","5.82275390625","160.166015625","-34.7883914682668","24.0985107421875","158.935546875","-46.1447476456446","204.2138671875","159.755859375","-52.5556472367237","185.652465820313","81.1977081298828","278.88525390625"
"52","7/22/2016","20:54:00","159.9609375","-48.8229592808881","353.990478515625","158.8330078125","-47.4987292290829","315.961303710938","158.3203125","-55.6061986189019","135.873413085938","159.9609375","-48.2676177041704","182.828979492188","159.8583984375","-38.5082729584958","5.8282470703125","160.2685546875","-34.8004288134413","24.0985107421875","159.0380859375","-45.8502233532153","204.2138671875","159.755859375","-52.2971861467747","185.657958984375","81.9118194580078","278.171142578125"
"53","7/22/2016","20:54:10","159.9609375","-49.1355640076008","353.990478515625","158.8330078125","-47.5551558106211","315.961303710938","158.3203125","-55.7222991793579","135.873413085938","159.9609375","-47.8977440259226","182.916870117188","159.8583984375","-38.5738801888","5.833740234375","160.2685546875","-34.6143993349735","24.0985107421875","159.0380859375","-45.8951375447945","204.208374023438","159.755859375","-51.7902136994499","185.657958984375","82.6149444580078","277.45703125"
"54","7/22/2016","20:54:20","159.9609375","-49.5788825829783","353.984985351563","158.8330078125","-47.580780950095","315.955810546875","158.3203125","-55.52043774624","135.873413085938","160.0634765625","-46.8142364610861","182.98828125","159.8583984375","-38.5197120988899","5.833740234375","160.2685546875","-34.6681156826083","24.093017578125","158.935546875","-45.8876782974297","204.208374023438","159.755859375","-51.6959170928293","185.657958984375","83.3290557861328","276.742919921875"
"55","7/22/2016","20:54:30","159.9609375","-49.5517680356836","353.990478515625","158.8330078125","-47.6762739662766","315.961303710938","158.3203125","-54.9541554081808","135.873413085938","160.0634765625","-46.8142364610861","183.334350585938","159.8583984375","-38.4345838961496","5.833740234375","160.2685546875","-34.5869917894189","24.0985107421875","158.935546875","-45.899593559996","204.202880859375","159.755859375","-51.6959170928293","185.663452148438","84.0431671142578","276.02880859375"
"56","7/22/2016","20:54:40","159.9609375","-49.4889077006901","353.995971679688","158.8330078125","-47.6737956893289","315.961303710938","158.3203125","-54.9066652735674","135.873413085938","160.0634765625","-46.76155695616","183.69140625","159.8583984375","-38.0148028476448","5.833740234375","160.2685546875","-34.1155209645765","24.0985107421875","159.0380859375","-45.8621996570857","204.1259765625","159.755859375","-51.2383392688069","185.663452148438","84.7572784423828","275.314697265625"
"57","7/22/2016","20:54:50","159.9609375","-49.4168423370337","353.995971679688","158.8330078125","-47.9098057876188","315.955810546875","158.3203125","-54.8712124841284","135.873413085938","160.0634765625","-47.4668412518052","183.944091796875","159.8583984375","-37.9448861378938","5.833740234375","160.2685546875","-34.3046510544","24.0985107421875","158.935546875","-46.1116663536","203.966674804688","159.755859375","-51.5852125836584","185.6689453125","85.4658966064453","274.6005859375"
"58","7/22/2016","20:55:00","159.9609375","-48.7444967885589","353.995971679688","158.8330078125","-48.1047350882288","315.955810546875","158.3203125","-54.8372613107711","135.873413085938","160.0634765625","-47.4668412518052","184.15283203125","159.8583984375","-37.9568624417642","5.833740234375","160.2685546875","-34.2195231385539","24.0985107421875","158.935546875","-46.382051819582","203.7744140625","159.755859375","-51.5852125836584","185.6689453125","86.1690216064453","273.891967773438"
"59","7/22/2016","20:55:10","159.9609375","-48.7287115073107","354.00146484375","158.8330078125","-48.0130876742074","315.955810546875","158.3203125","-54.9262473239324","135.873413085938","159.9609375","-48.0763997148515","184.3505859375","159.8583984375","-38.0103956654865","5.833740234375","160.2685546875","-33.8337787212321","24.0985107421875","158.935546875","-46.3026248746475","203.6865234375","159.755859375","-51.7758445764576","185.674438476563","86.8831329345703","273.183349609375"
"60","7/22/2016","20:55:20","159.8583984375","-48.9376070583058","354.00146484375","159.0380859375","-48.0286165819782","315.955810546875","158.3203125","-54.8794896849685","135.873413085938","160.0634765625","-46.5827556275628","184.39453125","159.9609375","-38.0363138032203","5.833740234375","160.2685546875","-33.8086907452345","24.0985107421875","159.0380859375","-46.2957149990199","203.637084960938","159.755859375","-51.6752118824682","185.729370117188","87.5972442626953","272.46923828125"
